"release_year","genre","region","sales"
2002,"Action","North America",47.81
2002,"Adventure","North America",4.72
2002,"Fighting","North America",14.00
2002,"Misc","North America",8.49
2002,"Platform","North America",26.73
2002,"Puzzle","North America",3.41
2002,"Racing","North America",18.49
2002,"Role-Playing","North America",20.43
2002,"Shooter","North America",28.69
2002,"Simulation","North America",6.01
2002,"Sports","North America",35.17
2002,"Strategy","North America",2.24
2002,"Action","European Union",27.01
2002,"Adventure","European Union",2.51
2002,"Fighting","European Union",6.21
2002,"Misc","European Union",3.56
2002,"Platform","European Union",12.30
2002,"Puzzle","European Union",1.41
2002,"Racing","European Union",8.89
2002,"Role-Playing","European Union",9.39
2002,"Shooter","European Union",14.98
2002,"Simulation","European Union",3.53
2002,"Sports","European Union",19.24
2002,"Strategy","European Union",0.72
2002,"Action","Japan",5.10
2002,"Adventure","Japan",3.23
2002,"Fighting","Japan",3.14
2002,"Misc","Japan",2.90
2002,"Platform","Japan",4.52
2002,"Puzzle","Japan",0.17
2002,"Racing","Japan",0.20
2002,"Role-Playing","Japan",13.64
2002,"Shooter","Japan",1.02
2002,"Simulation","Japan",0.75
2002,"Sports","Japan",4.69
2002,"Strategy","Japan",2.40
2002,"Action","Other",6.73
2002,"Adventure","Other",0.63
2002,"Fighting","Other",1.57
2002,"Misc","Other",0.68
2002,"Platform","Other",2.40
2002,"Puzzle","Other",0.34
2002,"Racing","Other",2.57
2002,"Role-Playing","Other",1.67
2002,"Shooter","Other",3.78
2002,"Simulation","Other",0.53
2002,"Sports","Other",6.21
2002,"Strategy","Other",0.16
2002,"Action","Worldwide",86.76
2002,"Adventure","Worldwide",11.05
2002,"Fighting","Worldwide",25.02
2002,"Misc","Worldwide",15.67
2002,"Platform","Worldwide",45.97
2002,"Puzzle","Worldwide",5.34
2002,"Racing","Worldwide",30.20
2002,"Role-Playing","Worldwide",45.13
2002,"Shooter","Worldwide",48.58
2002,"Simulation","Worldwide",10.81
2002,"Sports","Worldwide",65.42
2002,"Strategy","Worldwide",5.56
