"release_year","genre","region","sales"
2004,"Action","North America",39.08
2004,"Adventure","North America",4.95
2004,"Fighting","North America",9.94
2004,"Misc","North America",17.15
2004,"Platform","North America",26.28
2004,"Puzzle","North America",3.83
2004,"Racing","North America",22.19
2004,"Role-Playing","North America",21.56
2004,"Shooter","North America",30.34
2004,"Simulation","North America",5.74
2004,"Sports","North America",38.52
2004,"Strategy","North America",2.93
2004,"Action","European Union",16.02
2004,"Adventure","European Union",2.13
2004,"Fighting","European Union",4.12
2004,"Misc","European Union",9.44
2004,"Platform","European Union",12.01
2004,"Puzzle","European Union",1.48
2004,"Racing","European Union",12.46
2004,"Role-Playing","European Union",16.73
2004,"Shooter","European Union",12.76
2004,"Simulation","European Union",3.56
2004,"Sports","European Union",14.86
2004,"Strategy","European Union",1.71
2004,"Action","Japan",4.82
2004,"Adventure","Japan",1.23
2004,"Fighting","Japan",1.34
2004,"Misc","Japan",2.43
2004,"Platform","Japan",6.11
2004,"Puzzle","Japan",2.55
2004,"Racing","Japan",1.99
2004,"Role-Playing","Japan",13.49
2004,"Shooter","Japan",0.65
2004,"Simulation","Japan",0.58
2004,"Sports","Japan",4.42
2004,"Strategy","Japan",2.04
2004,"Action","Other",16.21
2004,"Adventure","Other",0.31
2004,"Fighting","Other",1.36
2004,"Misc","Other",2.14
2004,"Platform","Other",2.82
2004,"Puzzle","Other",0.54
2004,"Racing","Other",11.23
2004,"Role-Playing","Other",2.18
2004,"Shooter","Other",3.19
2004,"Simulation","Other",0.99
2004,"Sports","Other",5.81
2004,"Strategy","Other",0.46
2004,"Action","Worldwide",76.25
2004,"Adventure","Worldwide",8.69
2004,"Fighting","Worldwide",16.78
2004,"Misc","Worldwide",31.32
2004,"Platform","Worldwide",47.22
2004,"Puzzle","Worldwide",8.40
2004,"Racing","Worldwide",47.83
2004,"Role-Playing","Worldwide",53.95
2004,"Shooter","Worldwide",46.95
2004,"Simulation","Worldwide",10.83
2004,"Sports","Worldwide",63.67
2004,"Strategy","Worldwide",7.16
