"release_year","genre","region","sales"
1982,"Action","North America",6.07
1982,"Misc","North America",0.81
1982,"Platform","North America",4.69
1982,"Puzzle","North America",9.35
1982,"Racing","North America",1.47
1982,"Shooter","North America",3.55
1982,"Sports","North America",0.98
1982,"Action","European Union",0.38
1982,"Misc","European Union",0.05
1982,"Platform","European Union",0.28
1982,"Puzzle","European Union",0.58
1982,"Racing","European Union",0.09
1982,"Shooter","European Union",0.21
1982,"Sports","European Union",0.06
1982,"Action","Japan",0.00
1982,"Misc","Japan",0.00
1982,"Platform","Japan",0.00
1982,"Puzzle","Japan",0.00
1982,"Racing","Japan",0.00
1982,"Shooter","Japan",0.00
1982,"Sports","Japan",0.00
1982,"Action","Other",0.05
1982,"Misc","Other",0.01
1982,"Platform","Other",0.06
1982,"Puzzle","Other",0.11
1982,"Racing","Other",0.01
1982,"Shooter","Other",0.05
1982,"Sports","Other",0.02
1982,"Action","Worldwide",6.52
1982,"Misc","Worldwide",0.87
1982,"Platform","Worldwide",5.03
1982,"Puzzle","Worldwide",10.03
1982,"Racing","Worldwide",1.57
1982,"Shooter","Worldwide",3.79
1982,"Sports","Worldwide",1.05
