"release_year","genre","region","sales"
1980,"Action","Worldwide",0.34
1980,"Fighting","Worldwide",0.77
1980,"Misc","Worldwide",2.71
1980,"Shooter","Worldwide",7.07
1980,"Sports","Worldwide",0.49
