"release_year","genre","region","sales"
2002,"Action","Japan",5.10
2002,"Adventure","Japan",3.23
2002,"Fighting","Japan",3.14
2002,"Misc","Japan",2.90
2002,"Platform","Japan",4.52
2002,"Puzzle","Japan",0.17
2002,"Racing","Japan",0.20
2002,"Role-Playing","Japan",13.64
2002,"Shooter","Japan",1.02
2002,"Simulation","Japan",0.75
2002,"Sports","Japan",4.69
2002,"Strategy","Japan",2.40
