"release_year","genre","region","sales"
1986,"Action","European Union",1.66
1986,"Platform","European Union",0.18
1986,"Racing","European Union",0.37
1986,"Role-Playing","European Union",0.00
1986,"Shooter","European Union",0.16
1986,"Sports","European Union",0.47
