"release_year","genre","region","sales"
1984,"Action","European Union",0.19
1984,"Misc","European Union",0.00
1984,"Platform","European Union",0.00
1984,"Puzzle","European Union",0.18
1984,"Racing","European Union",0.49
1984,"Shooter","European Union",0.85
1984,"Sports","European Union",0.39
